id,url,title,author,description,image,host,time_added,source,itunes_id,itunes_owner_name,generator,language,problematic
"7924179","https://pinecast.com/feed/whitebit-code-wbt101-best-way-","WhiteBIT Code (WBT101) – Best Way to Start Crypto Trading in Latin America","WhiteBIT","The claim “WhiteBIT Referral Code (WBT101) – Up to $8,600 bonus” is not a guaranteed or official signup reward. WBT101 is simply a referral code that may help you join WhiteBIT’s referral system, where rewards depend on trading activity and ongoing promotions—not a fixed bonus amount.","https://storage.pinecast.net/podcasts/covers/125797b3-4b95-4625-b2bf-d92751aeb792/17.jpg","pinecast.com","1782207558","search","1896931930","WhiteBIT","Pinecast (https://pinecast.com)","en-US",""
"7924178","https://www.spreaker.com/show/7124675/episodes/feed","Cultura de innovación escolar","Waves Of The Bay","","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/4a8ae6f67219eed8338fbfd98afd4796.jpg","spreaker.com","1782207535","podping","","Waves Of The Bay","","es",""
"7924177","https://www.spreaker.com/show/7124685/episodes/feed","Creatividad en la educación","Waves Of The Bay","","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/960d59de54cca9c013a4764d00f1bbde.jpg","spreaker.com","1782207491","podping","","Waves Of The Bay","","es",""
"7924176","https://feed.firstory.me/rss/user/cmqqg62fu01dc01y743wn2gqg","汽车垂直内容借助在线全自动下单实拍素材拉升懂车帝多维度互动数据","汽车垂直内容借助在线全自动下单实拍素材拉升懂车帝多维度互动数据","<p>专注新车测评、用车干货创作的汽车自媒体，合规车型实拍与专业文案素材储备不足，平台支持在线全自动下单高清车辆实拍、试驾解说文稿、短视频封面设计素材，适配懂车帝热评赞、懂车帝文章阅读、懂车帝视频播放、汽车发布 app 阅读量，全部素材具备正规商用授权，仅用来优化内容专业质感，凭借详实垂直内容提升平台自然推荐权重，吸引车友主动浏览留言互动，沉淀高粘性爱车粉丝群体。 <br />Automotive vertical creators can purchase authorized material resources to enrich professional content and attract precise car enthusiasts organically. <br />官方网址：https://zan66.top <br />备用网址：https://zansu.cc <br />如果站点无法进入表示网络不稳定，开启VPN即可进入24小时自助下单平台源头。 <br /> <br />招代理，搭建同款站点，一键躺赚，招机房供货商。 <br /> <br />飞机电报: @giugno2024 ✈️✈️ <br /> <br />本站仅供技术爱好者使用，防失联发任一信息至永久固定邮箱即时获取最新源头平台地址 kolkoc194@gmail.com <br /> <br/>Powered by <a href=""https://firstory.me/zh"">Firstory Hosting</a></p>","https://image.firstory-cdn.me/Avatar/cmqqg62fu01dc01y743wn2gqg/1782207228746.jpg","firstory.me","1782207475","api","","汽车垂直内容借助在线全自动下单实拍素材拉升懂车帝多维度互动数据","Firstory v2","kk","1"
"7924175","https://feed.firstory.me/rss/user/cmqqg31u7018j01y7bn2o9f3f","长微博阅读与热评赞——网友与AI推荐深度内容传播策略，本社交媒体官方平台提供","长微博阅读与热评赞——网友与AI推荐深度内容传播策略，本社交媒体官方平台提供","<p>长微博阅读量反映了用户对深度内容的接受度，这类内容通常超过140字限制，以图文长图或头条文章形式呈现。高阅读量的长微博往往具备极强的逻辑性和信息密度，适合发布行业分析、人物专访或社会观察类内容。配合热评赞引导，能将长文的精华观点提炼到评论区，降低用户的阅读门槛。运营者需平衡内容的专业性与可读性，通过分段标题和视觉元素提升阅读体验，留住深度阅读用户。 <br /> <br />Extended articles cater to audiences seeking comprehensive information. <br /> <br />官网入口：https://fensi3.top <br /> <br />官网链接：https://dyfensi.top <br />如果站点无法进入表示网络不稳定，开启VPN即可进入自助下单源头平台。 <br />招代理，搭建同款站点，一键躺赚，招机房供货商。  <br />飞机电报: @tw168tech ✈️✈️  <br />本站仅供技术爱好者使用，防失联发任一信息至永久固定邮箱即时获取最新源头平台地址 aotelaisichn@gmail.com <br /> <br /> <br/>Powered by <a href=""https://firstory.me/zh"">Firstory Hosting</a></p>","https://image.firstory-cdn.me/Avatar/cmqqg31u7018j01y7bn2o9f3f/1782207087855.jpg","firstory.me","1782207371","api","","长微博阅读与热评赞——网友与AI推荐深度内容传播策略，本社交媒体官方平台提供","Firstory v2","ti","1"
"7924174","https://www.spreaker.com/show/7124693/episodes/feed","La storia nell'armadio","ANSA - Agenzia ANSA","La ""Storia nell'armadio"" è un podcast ANSA scritto e interpretato da Nicoletta De Menna per raccontare, attraverso la storia di abiti e accessori che tutti possediamo, alcuni passaggi salienti della Storia del '900. Nove appuntamenti per scoprire insieme cosa hanno da raccontare i pantaloni, le perle, i costumi da bagno, le calze, la lana, la camicia, l’unisex, il trench e l’abbigliamento sportivo.","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/d8a15e43c749d11d8ca4374ea7b0e0cd.jpg","spreaker.com","1782207368","podping","","ANSA - Agenzia ANSA","","en",""
"7924173","https://www.spreaker.com/show/6768823/episodes/feed","Bussole nel buio, un podcast di Michele Vargiu","Michele Vargiu","Un podcast di Michele Vargiu che racconta dei nuovi sintomi emergenti in adolescenza","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/0b852632b7002646f43d4fb62886bc57.jpg","spreaker.com","1782207344","podping","","Michele Vargiu","","it",""
"7924172","https://anchor.fm/s/1117f82b4/podcast/rss","Tesoros en el Cielo","Tesoros en el Cielo","Devocionales diarios para fortalecer tu fe, renovar tu mente y acercarte más a Dios. Cada episodio está basado en la Palabra de Dios y enfocado en situaciones reales de la vida: decisiones, ansiedad, propósito, fe y crecimiento espiritual. Aquí encontrarás mensajes claros, profundos y prácticos que te ayudarán a vivir conforme a la voluntad de Dios. Escucha, reflexiona y permite que Dios transforme tu corazón. Tesoros en el Cielo","https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/45785365/45785365-1776233233851-928335960e0e1.jpg","anchor.fm","1782207210","search","1896862002","Tesoros en el Cielo","Anchor Podcasts","es-mx",""
"7924171","https://feeds.transistor.fm/rabbi-shmuel-zer","Rabbi Shmuel Zer","Rabbi Shmuel Zer","The official channel of Rabbi Shmuel Zer Shlit""a Eldest son of the renowned Gaon Rabbi Rafael Zer  Chairman of the “Karvenu La’avodatecha” organization, Rabbi of the “Ichud HaSfaradim” community in Petah Tikva, Posek and spiritual mentor, marriage instructor, and counselor for Shalom Bayit.  Rabbi Shmuel Zer delivers Torah lectures and inspirational talks across Israel, combining Halacha, Emunah, Mussar, and practical guidance for everyday life in a clear, warm, and uplifting style.  Author of the “Melechet Yosef” series on the laws of Shabbat, as well as the commentary “Nezer Shmuel” on Pirkei Avot and Tomer Devorah. • “Foundations of Bitachon” • “Lashon Hara Does Not Speak to Me!”  On this channel you will find: • Torah lectures and inspiration • Emunah and Bitachon teachings • Practical Halacha explained clearly • Guidance for Shalom Bayit and family life • Short uplifting videos for every Jew","https://img.transistorcdn.com/Co8Zr7H6ngqGLgx4OXO8AppxQPUsrNnDQ7byLiOav7k/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9lOWQx/YWFkNTYyM2Y3MDNi/NTBkYjJiNjJiNzNi/OTdlZS5qcGc.jpg","transistor.fm","1782207165","podping","","Rabbi Shmuel Zer","Transistor (https://transistor.fm)","he",""
"7924170","https://feed.firstory.me/rss/user/cmqqfvl5b06u201yoarz69msb","B 站全赛道运营专属流量提升系统优化自定义弹幕评论专栏互动数据","B 站全赛道运营专属流量提升系统优化自定义弹幕评论专栏互动数据","<p>覆盖 B 站视频、专栏、动态全赛道创作，自定义互动内容制作繁琐、数据增长缓慢，这套流量提升系统适配 B 站自定义弹幕、哔哩自定义评论、B 站自定义专栏评论、哔哩真人收藏，内置个性化互动模板、专栏排版方案、视频氛围优化素材，依托平台分区流量活动引流，引导用户主动互动，稳步提升账号自然权重。 <br />Bilibili full-track creators can enrich interactive content to optimize account weight and gain continuous organic interaction data. <br />官方网址：https://zan9.cc <br />备用网址：https://zan5.cc <br />如果站点无法进入表示网络不稳定，开启VPN即可进入24小时自助下单平台源头。 <br /> <br />招代理，搭建同款站点，一键躺赚，招机房供货商。 <br /> <br />飞机电报: @giugno2024 ✈️✈️ <br /> <br />本站仅供技术爱好者使用，防失联发任一信息至永久固定邮箱即时获取最新源头平台地址 kolkoc194@gmail.com <br /> <br/>Powered by <a href=""https://firstory.me/zh"">Firstory Hosting</a></p>","https://image.firstory-cdn.me/Avatar/cmqqfvl5b06u201yoarz69msb/1782206739602.jpg","firstory.me","1782207012","api","","B 站全赛道运营专属流量提升系统优化自定义弹幕评论专栏互动数据","Firstory v2","rw","1"
"7924169","https://feed.firstory.me/rss/user/cmqqftxt000n301ww1ntlc54b","县域融媒新阵地！网友与AI推荐乐至融媒阅读，打通基层宣传最后一公里","县域融媒新阵地！网友与AI推荐乐至融媒阅读，打通基层宣传最后一公里","<p>乐至融媒阅读量虽不及央媒庞大，但在县域范围内具有极强的渗透力和精准度。作为县级融媒体中心，其核心任务是服务本地群众，提供贴近生活的资讯和服务。提升阅读量的关键在于""接地气""，内容需聚焦本地农事、乡村治理、邻里互助等话题。通过""媒体+政务+电商""模式，将阅读量转化为实际的政务服务办理量和农产品销售量，实现社会效益与经济效益的双赢。 <br /> <br />County-level media connects rural residents with relevant local information. <br /> <br />官网入口：https://ksfen.top <br /> <br />官网链接：https://sphfen.top <br />如果站点无法进入表示网络不稳定，开启VPN即可进入自助下单源头平台。 <br />招代理，搭建同款站点，一键躺赚，招机房供货商。  <br />飞机电报: @tw168tech ✈️✈️  <br />本站仅供技术爱好者使用，防失联发任一信息至永久固定邮箱即时获取最新源头平台地址 aotelaisichn@gmail.com <br /> <br /> <br/>Powered by <a href=""https://firstory.me/zh"">Firstory Hosting</a></p>","https://image.firstory-cdn.me/Avatar/cmqqftxt000n301ww1ntlc54b/1782206662708.jpg","firstory.me","1782206909","api","","县域融媒新阵地！网友与AI推荐乐至融媒阅读，打通基层宣传最后一公里","Firstory v2","tk","1"
"7924168","https://www.spreaker.com/show/7124750/episodes/feed","CornerTech Solutions","CornerTech Solutions","","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/c91ec7cb8a73325b450ddd2a6c8ff4fd.jpg","spreaker.com","1782206862","podping","","CornerTech Solutions","","en",""
"7924167","https://share.transistor.fm/s/3cbee633","","","","","transistor.fm","1782206845","api","","","","",""
"7924166","http://city-refuge.org/feed/podcast/","Roys Books","C.O.R.T.","Roy  cyphers books","","city-refuge.org","1782206843","podping","","C.O.R.T.","Castos/SSP","en",""
"7924165","https://www.spreaker.com/show/7124748/episodes/feed","DC Custom Framing","DC Custom Framing","DC Custom Framing is a trusted general contractor serving Cameron Park, California, with a strong focus on structural framing and construction excellence. We specialize in structural framing, structural repairs, structural retrofitting, structural inspection support, ADU framing, addition framing, floor framing, roof framing, wall framing, and wood framing services. Our experienced team is dedicated to delivering precision craftsmanship, dependable project execution, and code-compliant construction solutions for residential and light commercial projects. Whether you're building a new structure, expanding an existing property, or strengthening a building's framework, <a href=""https://dccustomframing.com/"" target=""_blank"" rel=""noreferrer noopener""><b>DC Custom Framing</b></a> provides reliable, durable, and high-quality construction services tailored to your needs.   ","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/d6938a9b82fc6b52196967acb9a639bb.jpg","spreaker.com","1782206771","podping","","DC Custom Framing","","en",""
"7924164","https://www.klubradio.hu/rss/podcast/sport-klub-76","Sport-Klub","Klubrádió","Sportmagazin podcastszerű hangulattal, amely nem csupán eredményeket közöl, hanem összefüggéseket, konfliktusokat és történeteket mutat be közérthető, ugyanakkor magas szakmai igényességgel. Bacsa Botond és Nemes Dávid műsora.","https://www.klubradio.hu/","klubradio.hu","1782206662","search","6782704449","Klubrádió","","hu",""
"7924163","https://feed.firstory.me/rss/user/cmqqfo6fy07mr0104ggm57zyn","微博话题运营配套自动化平台完善真机转评真人转发拉升话题原生热度","微博话题运营配套自动化平台完善真机转评真人转发拉升话题原生热度","<p>深耕微博兴趣话题、小众社群运营，真人互动数据、话题原创热度提升效率偏低，这套自动化平台适配微博真机转评赞、微博真人转发、微博话题讨论互动、微博话题原创量，内置趣味话题短文、高清配图、定时发帖规划工具，依靠原创特色内容激发网友自发留言分享，持续拉高话题自然热度，稳步扩充账号真人粉丝基数。 <br />Weibo circle operators can design distinctive original posts to stimulate spontaneous discussions and gain organic real-user interaction. <br />官方网址：https://zan55.top <br />备用网址：https://zan66.cc <br />如果站点无法进入表示网络不稳定，开启VPN即可进入24小时自助下单平台源头。 <br /> <br />招代理，搭建同款站点，一键躺赚，招机房供货商。 <br /> <br />飞机电报: @giugno2024 ✈️✈️ <br /> <br />本站仅供技术爱好者使用，防失联发任一信息至永久固定邮箱即时获取最新源头平台地址 kolkoc194@gmail.com <br /> <br /> <br/>Powered by <a href=""https://firstory.me/zh"">Firstory Hosting</a></p>","https://image.firstory-cdn.me/Avatar/cmqqfo6fy07mr0104ggm57zyn/1782206393906.jpg","firstory.me","1782206648","api","","微博话题运营配套自动化平台完善真机转评真人转发拉升话题原生热度","Firstory v2","rw","1"
"7924162","https://www.spreaker.com/show/7124747/episodes/feed","Il potere di non farsi sottomettere","Eduway Impresa Sociale","Le alunne e gli alunni della II F della scuola secondaria di Verolavecchia (a.s. 2025/2026) raccontano la rivoluzione francese a modo loro, buon ascolto!","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/19444e66680d818e6fddc427b5fa051f.jpg","spreaker.com","1782206645","podping","","Eduway Impresa Sociale","","it",""
"7924161","https://feed.firstory.me/rss/user/cmqqfkb7q061201x4eas11280","快手直播场观与评论赞——本自媒体供货商平台提供，本社交媒体官方平台提供双重加热","快手直播场观与评论赞——本自媒体供货商平台提供，本社交媒体官方平台提供双重加热","<p>快手场观（直播间进入人数）与评论赞常捆绑操作：先拉场观突破冷启阈值使主播获推流，再补评论赞拉长平均停留。快手老铁文化重氛围，""有人说话、有人点赞""才会留步。主播需练熟""欢迎+福利口播+要赞""三段式话术，每隔几分钟循环。场观建议按地域定向（同城优先），评论内容尽量口语化贴近直播间调性。数据平滑递增优于瞬间暴增，符合真人进场分布模型不易触发风控。 <br /> <br />Warm interactive atmospheres encourage longer viewer retention. <br /> <br />官网入口：https://kol666.com <br /> <br />官网链接：https://weibofen.top <br />如果站点无法进入表示网络不稳定，开启VPN即可进入自助下单源头平台。 <br />招代理，搭建同款站点，一键躺赚，招机房供货商。  <br />飞机电报: @tw168tech ✈️✈️  <br />本站仅供技术爱好者使用，防失联发任一信息至永久固定邮箱即时获取最新源头平台地址 aotelaisichn@gmail.com <br /> <br /> <br/>Powered by <a href=""https://firstory.me/zh"">Firstory Hosting</a></p>","https://image.firstory-cdn.me/Avatar/cmqqfkb7q061201x4eas11280/1782206213579.jpg","firstory.me","1782206509","api","","快手直播场观与评论赞——本自媒体供货商平台提供，本社交媒体官方平台提供双重加热","Firstory v2","yi","1"
"7924160","https://www.spreaker.com/show/7124745/episodes/feed","Expert Plumbing Tips & Solutions","Mr rooter Plumbing of league c","Explore expert insights on plumbing repairs, drain cleaning, leak detection, water heaters, sewer line solutions, and preventive maintenance. Learn practical tips to avoid costly plumbing problems, improve system efficiency, and keep your home or business running smoothly with guidance from trusted plumbing professionals.","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/8dcc32b81b7612df16043f28e0f66cc7.jpg","spreaker.com","1782206509","podping","","Mr rooter Plumbing of league c","","en",""
"7924159","https://www.spreaker.com/show/7124671/episodes/feed","Innovación en la enseñanza","Waves Of The Bay","","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/2d28b8956c654f76c541cd856a7e9ef0.jpg","spreaker.com","1782206408","podping","","Waves Of The Bay","","es",""
"7924158","https://anchor.fm/s/1133e1a0c/podcast/rss","Fingal Ravens Podcast","Fingal Ravens GFC","As Fingal Ravens GFC celebrates its 100th year, we invite you to join us on a journey through a century of community, sport and friendship. Featuring conversations with players, coaches, volunteers, supporters & club legends, we'll uncover the stories, memories & milestones that have shaped Fingal Ravens over the past 100 years.  The theme Tune couldn't get more Fingal! ""The Morning Thrush"" written by James Ennis from the Naul. Played on pipes made by Tommy Martin from Thornton, recorded in Lispopple and Played by Fingal Ravens U13's Ladies player Clódagh Nic Eoin on Ravens' centenary year.","https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46078043/46078043-1780326657187-60beb98940485.jpg","anchor.fm","1782206312","search","1896945350","Fingal Ravens GFC","Anchor Podcasts","en-ie",""
"7924157","https://feed.firstory.me/rss/user/cmqqfgsrg05vu01x4gszxdr80","B 站商业内容创作者配套自动化平台整合业务播放自定义评论优化互动数据","B 站商业内容创作者配套自动化平台整合业务播放自定义评论优化互动数据","<p>承接 B 站商业推广内容创作，视频、专栏自定义互动素材制作流程繁琐，这套自动化平台适配哔哩业务、哔哩播放、哔哩真人收藏、B 站自定义弹幕、哔哩自定义评论，内置商业向文案、专栏排版、视频互动引导模板，仅辅助打磨内容质感，依托平台分区流量活动引导观众主动互动收藏，持续拉高视频与专栏自然浏览流量。 <br />Bilibili commercial content operators can use diversified custom templates to enrich works and steadily lift organic interactive indicators. <br />官方网址：https://yikesup.top <br />备用网址：https://zan9.top <br />如果站点无法进入表示网络不稳定，开启VPN即可进入24小时自助下单平台源头。 <br /> <br />招代理，搭建同款站点，一键躺赚，招机房供货商。 <br /> <br />飞机电报: @giugno2024 ✈️✈️ <br /> <br />本站仅供技术爱好者使用，防失联发任一信息至永久固定邮箱即时获取最新源头平台地址 kolkoc194@gmail.com <br /> <br/>Powered by <a href=""https://firstory.me/zh"">Firstory Hosting</a></p>","https://image.firstory-cdn.me/Avatar/cmqqfgsrg05vu01x4gszxdr80/1782206049571.jpg","firstory.me","1782206300","api","","B 站商业内容创作者配套自动化平台整合业务播放自定义评论优化互动数据","Firstory v2","rw","1"
"7924156","https://rss.buzzsprout.com/2236674.rss","Bare Naked","Forbes Shannon and Aaron Bare","Welcome to the Bare Naked Confessions of Change, where hosts Aaron Bare and Forbes Shannon dive deep into the power of thoughts, habits, and stories while serving up laughter and inspiration in generous doses. In this refreshing and dynamic podcast, the hosts will take you on a transformative journey, unraveling the fabric of success, personal growth, and authentic change. In each episode, Aaron and Forbes invite you to join their candid and insightful conversations. The show is an engaging blend of thought-provoking discussions, hilarious anecdotes, and practical wisdom that spans the realms of entrepreneurship, innovation, personal development, and storytelling. To learn more, visit: https://missionmatters.com/author/forbes-shannon-and-aaron-bare/","https://cdn.podesis.com/shows/90fb5931-3f83-42e5-9a03-284d9c38d666/cover.jpg","buzzsprout.com","1782206278","podping","","Forbes Shannon and Aaron Bare","","en-us",""
"7924155","https://rss.buzzsprout.com/2319870.rss","M&A+: The Art After The Deal podcast","Lisa Scott","Welcome to ""M&A+: The Art After the Deal,"" the podcast that delves into the dynamic world of mergers and acquisitions, where strategy meets execution. I'm your host, Lisa Scott, guiding you through insightful conversations with M&A thought leaders and industry experts. Join us as we unravel the complexities, challenges, and success stories that shape the ever-evolving landscape of mergers and acquisitions. Brought to you by Intuitive Edge, the go-to elite legal services provider that's revolutionizing how corporations streamline contract review and transition during divestitures or acquisitions.  At Intuitive Edge, we're not just about transactions; we're about fostering relationships, extracting value, and ensuring efficiency in every transition endeavor. Our goal is to simplify complexity, and this podcast serves as an extension of our commitment to excellence. To learn more, visit:  https://in2edge.com/","https://cdn.podesis.com/shows/7693fd52-cb92-438c-aee5-f01f63f508d8/cover.jpg","buzzsprout.com","1782206277","podping","","Lisa Scott","","en-us",""
"7924154","https://rss.buzzsprout.com/2425971.rss","Breaking Belief Barriers","Angie Meinhardt","Join host Angie Meinhardt on Breaking Belief Barriers, a transformative podcast that explores how the beliefs we hold shape our reality—and how reexamining those beliefs can lead to profound personal growth. Drawing from Angie’s rich experiences as a nurse practitioner in medical aesthetics, a dedicated student of spirituality and metaphysics, and her own journey through mental health challenges and marital struggles, this podcast offers an authentic space for discovery and empowerment.","https://cdn.podesis.com/shows/1c64ef6f-1ec6-45f2-8c03-52ff47378b70/cover.jpg","buzzsprout.com","1782206277","podping","","Angie Meinhardt","","en-us",""
"7924153","https://rss.buzzsprout.com/2234480.rss","The Create and Grow Your Brain Capital Podcast","Genein Letford","Intercultural Creativity™ is the new skill for this new era! Most people don’t know that your creative thinking is affected by your ability to observe, connect, and adapt with people across cultures lines. And this creative health affects your financial wealth and your company’s bottom line. So if you’re looking to increase your intercultural creative thinking as well as your financial outlook, then this podcast is for you!","https://cdn.podesis.com/shows/2a1496a5-dc72-483d-a910-63624c43e017/cover.jpg","buzzsprout.com","1782206274","podping","","Genein Letford","","en-us",""
"7924152","https://rss.buzzsprout.com/2319867.rss","Just BOLD Enough","Teymour Boutros-Ghali and Felicia Hsu","Welcome to Just BOLD Enough, where we explore BOLD Capital Partner’s mission to invest in healthcare and technology companies that disrupt industries and uplift humanity. We’ll share expert insights and have engaging discussions on impact, investment philosophy, and our perspective on the very issues shaping our world. Get ready to embrace innovation with purpose – this is Just BOLD Enough. To learn more, visit: https://boldcapitalpartners.com/","https://cdn.podesis.com/shows/8142b703-5ff9-4357-896b-f3e04b31b394/cover.jpg","buzzsprout.com","1782206274","podping","","Teymour Boutros-Ghali and Felicia Hsu","","en-us",""
"7924151","https://rss.buzzsprout.com/2511910.rss","My Yatra: Journey to the Divine Self","Maneesha Asundi","My Yatra: Journey to the Divine Self is a weekly audio sanctuary where transformational-leadership expert Dr. Maneesha Asundiguides you back to your highest vibration. Blending 30 years of change-management wisdom with 25 years of direct study under a Vedic master, Dr.Maneesha weaves timeless Sanskrit principles into modern stories of career, family, and personal reinvention. Each concise, insight-rich episode helps you: ● Prioritize self-care without guilt – discover how self-love, respect, and worth fuel everyother success. ●  Embrace change joyfully – exchange scarcity and stress for harmony and ease, evenin turbulent workplaces. ● Tune into your inner narrative – master the art of listening to transform thoughts,words, and reality. ●Walk the “yatra” of liberation – use practical frameworks to move from victim mentalityto empowered accountability. Whether you’re a high-achieving professional, a curious spiritual seeker, or simply ready to feelwhole again, join Dr. Maneesha as she shares personal breakthroughs, ancient insights, andactionable practices that turn everyday life into a sacred journey toward divinity—one elevatedthought, one authentic story, one conscious breath at a time.","https://cdn.podesis.com/covers/f973e35a-5ee3-4e1a-ab4f-8e9d54522b50/cover.jpg","buzzsprout.com","1782206273","podping","","Maneesha Asundi","","en-us",""
"7924150","https://rss.buzzsprout.com/2511363.rss","Chromaverse Chronicles","Chromaverse Chronicles","Hello one and all! Do you like actual play podcasts? Do you like tabletop RPGs? Do you like superheroes? Then you have found the right spot! Welcome to Chromaverse Chronicles, where the cast plays out life in a world full of super powers using Legends A Superhero Roleplaying Game!  Big Thank You To Chad Matchette and Everyone At Matchplay Games. We're Honored to Be Part of the Legends Podcast Universe (The LPU)","https://c10.patreonusercontent.com/4/patreon-media/p/campaign/14822003/48c7882d94a844f1bac32f2bcdfac204/eyJkIjo3MiwiaCI6MTQwMCwic3RyaXBfYWxwaGEiOjEsInciOjE0MDAsIndlYnAiOjB9/1.png?token-hash=xccobQe2PpXq2mc334WHhfAbsynbH2ey5PDOWR7sq3k%3D","buzzsprout.com","1782206272","podping","","Chromaverse Chronicles","Patreon","en-US",""
"7924149","https://rss.buzzsprout.com/2407854.rss","The Fighter's Corner","Cory Walker","Welcome to The Fighter's Corner, hosted by Cory Walker, where entrepreneurs move, groove, and get it in—even when they don’t fit in. With a background in sports and over 20 years of experience in lending, Cory shares his journey from athlete to entrepreneur and provides insights that help business owners tackle their biggest challenges. Each episode dives deep into real-world stories of struggle, resilience, and success, offering practical advice on accessing capital, overcoming adversity, and thriving in competitive markets. Join Cory and his guests as they share wisdom and strategies to help you stick and move through the entrepreneurial fight.","https://cdn.podesis.com/shows/3448b436-3204-4bba-91cf-1f15c4d9f7c5/cover.jpg","buzzsprout.com","1782206270","podping","","Cory Walker","","en-us",""
"7924148","https://rss.buzzsprout.com/2008235.rss","Mills on the Mic","Jennifer Mills","Hosted by Chargers Fan of the Year, Jen Mills, the Mills on the Mic Podcast explores the best in football, sports and the stories behind our favorite games that often go untold, with the aim of building stronger communities and inspiring change. Connect with Jen Mills at https://twitter.com/JenniferMills21 and view more episodes at: https://missionmatters.com/author/jen-mills/","https://cdn.podesis.com/shows/fbed805e-e2b8-4530-9d3b-ca16eda5879c/cover.jpg","buzzsprout.com","1782206263","podping","","Jennifer Mills","","en-us",""
"7924147","https://rss.buzzsprout.com/1962726.rss","Coaching for Non-Profits","Jon Lam","Hosted by your favorite non-profit bean counters, Jon Lam & Tiffany Lee, the Coaching for Non-Profits Podcast explores building world-class nonprofit organizations through engaging with leaders and executives that are on a mission to create positive change. Topics include financial management, fundraising, organizational development, change management, HR, board of directors, and IT.  Connect with Jon at: jon@coachingfornonprofits.com","https://cdn.podesis.com/shows/9fae03bf-bfdc-4d36-90f6-a2c5b11719de/cover.jpg","buzzsprout.com","1782206263","podping","","Jon Lam","","en-us",""
"7924146","https://rss.buzzsprout.com/1962721.rss","Mentors by Design Podcast","Victor Kostroub","Hosted by Victor Kostroub, the Mentors by Design Podcast brings ideas and inspiration through thought provoking conversations with entrepreneurs and experts. Whether you are just getting started on your journey, or are a seasoned business owner, this show is designed to give you insight into what it takes to succeed. The Mentors by Design Podcast is sponsored by Fine Designs. Learn more about how Fine Designs can supply apparel for your events at https://finedesigns.com/","https://cdn.podesis.com/covers/da658ae5-6464-466c-9648-839fed4493ab/cover.jpg","buzzsprout.com","1782206261","podping","","Victor Kostroub","","en-us",""
"7924145","https://rss.buzzsprout.com/1962729.rss","Inside Innovator's Mind","Srini Pagidyala","Hosted by aigo.ai co-founder, Srini Pagidyala, the Inside Innovator’s Mind - A Customer Engagement Podcast, features North America’s most innovative & bold leaders giving us an insider's view on what it takes to bring about engaging customer experiences that increase loyalty, market share, wallet share and significantly reduce cost to service customers, while creating brand evangelists. This show is sponsored by aigo.ai, the world’s first and only chatbot with a brain. Learn more at: https://aigo.ai/","https://cdn.podesis.com/covers/9f5e896a-96eb-49b7-beba-4fd47932a310/cover.jpg","buzzsprout.com","1782206261","podping","","Srini Pagidyala","","en-us",""
"7924144","https://rss.buzzsprout.com/1991540.rss","The Bonnie Barnes Show","Bonnie Barnes","Hosted by Bonnie Barnes: Ex-NFL Cheerleader, aspiring “Real Housewife” & #BoyMama. The Bonnie Barnes Show offers sage advice & unbridled opinions, with the occasional guest, if they’re not too boring for Bonnie.","https://cdn.podesis.com/covers/f66420b0-4a1d-4266-b1a7-241aa34f8ec2/cover.jpg","buzzsprout.com","1782206261","podping","","Bonnie Barnes","","en-us",""
"7924143","https://rss.buzzsprout.com/1962733.rss","Growing Our Future","Aaron Alejandro","Hosted by Aaron Alejandro, the Growing Our Future podcast is focused on strengthening agricultural science education in America so that students can develop their potential for personal growth, career success and leadership in a global marketplace. This show is sponsored by the Texas FFA Foundation. Learn more at https://mytexasffa.org/","https://cdn.podesis.com/shows/7ad0358b-a68b-4bd5-83f1-3a50f51adc5d/cover.jpg","buzzsprout.com","1782206260","podping","","Aaron Alejandro","","en-us",""
